N,P,K,temperature,humidity,ph,rainfall,crop
119.48102175570448,6.44306526711342,50.670804198659745,29.62502427226815,92.57340929850227,6.440090980228372,27.573339363853982,muskmelon
84.0,37.0,42.0,25.49674786,81.13449097,6.691074249,169.92882340000003,jute
93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
77.0,52.0,41.0,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,coffee
106.0,85.0,53.0,27.1994597,78.80860679999998,5.91505509,99.72430835,banana
120.0,16.0,51.0,27.99901833,91.64193051,6.547041902999999,23.28618248,muskmelon
34.0,133.0,202.0,15.31413469,80.09711412,5.804799142,74.82144653,grapes
17.897585894128458,7.367471368623848,9.0,26.28073203321911,91.55582547279934,7.201870495130137,104.87124510134544,orange
24.73192420638709,56.11345965602151,20.381535449634413,28.242588706581703,88.8614987886179,6.292953630526861,52.53252042261983,mungbean
88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,coffee
5.0,19.0,25.0,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
70.0,54.0,46.0,39.73149053,91.12220596,6.919342407,122.7628653,papaya
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
41.18538433542011,61.44384699373967,52.55615300626033,38.15786942100932,93.011174530248,6.8566439518466185,155.1428344000627,papaya
25.0,27.0,41.0,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
30.0,13.0,25.0,27.15116142,91.48889469,6.413184638,164.9182225,coconut
33.0,14.315297481172859,7.684702518827139,19.393048595163087,92.5602193569014,7.673954100394332,110.39066452271187,orange
81.0,16.0,45.0,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon
12.61851115113774,69.61851115113774,19.966139671103498,24.069177459850263,34.48062710064661,5.184448118247647,160.28506475277075,pigeonpeas
14.0,140.0,197.0,23.35225078,90.90054697,6.071255131,113.0381382,apple
122.0,59.0,18.0,23.5000992,83.63488952,6.219469084,79.81328183,cotton
50.0,46.0,52.0,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
21.0,9.0,40.0,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
114.29461331070536,34.29461331070537,30.11616006788388,26.683297775510397,60.582702696734934,6.3924983349477085,154.86010428203625,coffee
4.0,40.0,21.0,28.79728147,80.45744422,6.725551062,44.30070517,mungbean
7.0,23.0,35.0,19.75088482,88.71691157,7.054313822999999,102.5538035,pomegranate
115.0,12.0,52.0,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
85.0,37.0,39.0,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
7.0,144.0,197.0,23.8494014,94.34814995,6.133220586,114.0512495,apple
108.0,92.0,53.0,27.40053601,82.96221306,6.276800323,104.9378,banana
104.32947069644213,39.852281033728644,29.852281033728648,27.134104730980567,56.40435365337842,6.40418543691612,142.4168023467485,coffee
60.0,43.0,44.0,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice
40.443670334025406,63.66898899792378,50.33101100207622,36.38765277089111,91.79115996902777,6.745144709830233,160.62667372789758,papaya
48.0,65.0,78.0,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
100.95431814174326,12.988579535435814,48.48286930315371,25.746071365712094,88.6736636145483,6.594049563101947,58.963625394070355,watermelon
109.58529848526241,32.707350757368786,33.292649242631214,25.929761412214564,68.31239232407968,6.529279667854895,173.63928295312348,coffee
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,95.89898581,mango
29.0,8.0,28.0,26.87037587,91.72546257,6.100429497,214.4128874,coconut
88.0,52.0,39.0,23.92887902,88.07112278,6.880204617,154.6608736,jute
35.595915919515235,66.0,82.19183183903047,19.83604651537577,16.709684428569325,6.2329661495157245,83.10913133382722,chickpea
16.25138020983012,136.53472842154994,196.53472842154991,23.685267867623388,90.5505951329993,5.936042221853168,103.21377540087522,apple
14.0,67.0,15.0,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,98.81596545,mango
105.0,60.0,23.0,23.53371386,77.21705554,6.207652157,87.54004943,cotton
59.76984623667936,67.35396924733587,46.23889236567555,36.410832757442066,91.90564930488479,6.722062556363047,60.912507906885864,papaya
13.0,57.0,25.0,28.30041493,86.20681554,6.86308576,50.47333854,mungbean
39.0,30.0,38.0,20.12644921,87.59629625,6.965156737999999,108.065579,pomegranate
43.0,75.98409414670495,79.54834651878092,18.87852122541322,18.693035837139316,7.5201960360032425,79.88598386316208,chickpea
23.716408640714043,62.716408640714036,19.0,19.35486382494675,55.65694906810418,4.742972428632355,194.51572608554932,pigeonpeas
86.0,31.0,35.0,27.01207284,60.76645256,6.485761419,191.4508931,coffee
59.0,55.0,79.0,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
8.0,139.0,199.0,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes
77.0,38.0,36.0,21.8652524,80.1923008,5.953933276,224.55501690000003,rice
107.38697030549021,40.291207861568495,18.386970305490216,22.56440277483766,79.97823622761547,6.936059727985995,65.18475353841103,cotton
113.0,41.0,20.0,25.0017188,80.53965818,7.256877571,96.32600992,cotton
32.0,11.0,31.0,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut
40.0,55.0,18.0,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans
100.0,48.0,17.0,23.7805123,83.03878838,7.827877817999999,66.26555904,cotton
98.0,26.0,49.0,27.29035669,90.53330091,6.130160472999999,23.49535234,muskmelon
9.565765129223557,77.56576512922355,17.565765129223553,19.89494555409113,63.08719788577631,6.289920004053519,41.47209200091537,lentil
37.0,135.0,205.0,11.82768186,80.2827185,5.5109248489999985,74.10225057,grapes
34.039644095435115,13.434234870776447,31.697295387670664,27.32836899581796,93.62625411330679,5.734236421652672,200.92427279755557,coconut
28.0,70.0,21.0,25.39038396,60.4989659,7.437373666,39.18374505,lentil
24.0,142.0,202.0,22.53779727,91.48135786,5.710819862,101.8474768,apple
25.0,57.0,24.0,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans
30.0,65.0,25.0,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
35.0,66.0,81.0,19.37101121,15.77458129,6.138243973,85.24819851,chickpea
77.0,57.0,21.0,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
111.0,5.0,52.0,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon
34.0,60.0,22.4677874845823,18.814231075579922,21.341780933704488,5.646469531702981,100.38046591896395,kidneybeans
109.0,36.0,18.0,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
43.0,64.0,47.0,38.58954491,91.58076549,6.8256647820000005,102.2708231,papaya
35.0,51.0,17.0,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans
99.99326629446159,31.885527005847038,26.006733705538412,25.24935698494481,57.52558632523525,6.043778174772284,124.25107788099676,coffee
87.0,6.0,45.0,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon
26.734942737247692,37.0,29.265057262752308,34.19978764686781,49.85133792667239,6.141074045016935,97.85988289792186,mango
99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
100.0,47.35038875675268,20.26807579361291,23.02042282614841,83.33972750579541,7.6563694948390575,93.4864962471723,cotton
13.0,69.0,19.0,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
39.0,145.0,201.0,36.73126647,80.58931938,5.775600435,72.24230804,grapes
20.558080255784578,135.11047993605385,197.7790401278923,23.862091650427622,94.43203929444212,5.777956840943054,104.80656216565066,apple
82.5095258764923,23.980948247015352,53.038103505969296,25.63004203807517,85.64913407983677,6.272446500358727,46.002768223192774,watermelon
35.0,138.0,200.0,21.19909519,90.80819418,5.67130617,103.6838922,apple
89.0,54.0,38.0,24.51588066,83.53521629999999,6.685346424,230.4462359,rice
40.0,120.0,197.0,23.80593812,92.48879468,5.889480679,119.6335548,apple
22.452429395525762,67.77378530223712,19.291751442170085,21.405518470665434,22.849747484591393,5.740828473832631,105.70406905574578,kidneybeans
11.0,71.0,24.0,21.14011423,22.7182355,5.6066203460000015,141.6056722,kidneybeans
19.0,25.68196776194993,31.151475263480016,28.62443625619465,93.78362990598238,5.785937870109647,222.26606643788708,coconut
7.596513547470069,131.99128386867517,196.00871613132483,21.575460692304603,81.29920440033261,6.3315371821089785,71.10036736393793,grapes
100.23250882908474,40.06996468366105,21.069964683661052,22.537458446018373,84.12302492405242,7.392873952396688,93.33881874203743,cotton
6.0,69.0,19.0,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
85.0,9.0,53.0,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon
112.62827682617448,38.37172317382552,25.0,22.462501963695725,80.39767052780438,7.165081419277607,90.51910957662427,cotton
87.29366585714914,24.70633414285086,26.741266828570172,26.92503219112482,54.05048328408408,6.386514530407947,192.22801228724046,coffee
112.38293527117165,6.382935271171634,50.69146763558582,28.103233369689594,91.51372929979568,6.268333171078727,26.321300002384184,muskmelon
39.0,21.0,9.0,13.20844373,94.02769434,6.354022554,106.2696156,orange
2.0,24.0,38.0,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
101.89758589412844,16.734942737247692,50.10241410587153,24.851877145792088,81.17844165934477,6.901146886559845,53.48926937510413,watermelon
26.858615869127593,51.18586158691276,22.327245717785168,26.097915566768712,61.57169353372265,9.493505216855077,65.19060782564361,mothbeans
129.0,43.0,16.0,25.5503704,77.85055621,6.73210948,78.58488484,cotton
33.17059697052484,57.0,16.353675378684393,29.273159802215424,58.71260048802474,8.690098232602907,58.73979410490455,mothbeans
34.707350757368786,68.87794772789363,79.3536753786844,18.054915056619663,16.147299289002152,7.135563853599706,74.72209885210756,chickpea
40.0,29.565765129223557,38.03964409543512,22.51657763427609,90.18236651505552,6.632002985692872,107.15680837899177,pomegranate
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,maize
28.0,58.0,25.0,27.4818649,62.04814951,6.861640036,37.81123974,lentil
21.0,139.0,201.0,19.3642553,83.36094029,5.980598579,67.15094741,grapes
106.85505171582464,22.572474142087685,47.572474142087685,28.47236082256187,91.95393152269457,6.149395261177858,24.21896300587071,muskmelon
39.0,42.0,20.0,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans
10.0,125.0,196.0,22.31253665,90.03577124,5.730557448,113.0688155,apple
93.40348645252993,81.38605418988028,45.798256773735034,29.30200305396432,83.39435691125556,5.778339449015691,109.20305041532123,banana
19.0,7.0,9.0,27.255435,91.71369387,6.969883482999999,101.139435,orange
120.0,20.162544145423688,48.53498234183053,26.071534245154584,85.46469092985036,6.6458376056627015,56.9397409325791,watermelon
99.0,19.0,33.0,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
16.0,35.0,31.0,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
6.0,8.0,11.0,24.35590861,92.39651663,6.600948787999999,119.6946577,orange
9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,95.94035356,mango
33.0,37.0,19.0,27.92678579,86.5543196,7.183189922,43.4826194,mungbean
101.49623826696421,76.29924765339284,47.094733573749906,26.642895873852407,76.00676238275331,5.657981640119427,101.95510148454952,banana
107.0,43.0,18.0,22.426733,81.53480799,6.745104394,65.54475812,cotton
4.0,80.0,16.0,29.19585548,68.01965728,7.441976825,44.93261911,lentil
13.604185264649743,61.85556547447985,19.32083705292995,19.18028688097621,24.222105528987893,5.685307594158847,68.58036734551412,kidneybeans
7.959597766769543,44.95286406123114,18.0,27.927696194737724,85.45094602478856,7.008396700034939,43.266005663673965,mungbean
59.0,47.0,53.0,32.86316618,91.4618874,6.8506632320000005,47.271547,papaya
7.0,56.0,23.0,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans
92.0,81.0,52.0,27.39341554,81.4654833,6.4381372789999975,94.31102057,banana
81.0,30.0,48.0,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
30.0,37.0,25.0,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
21.0,63.0,17.0,25.08966129,68.17543102,6.559681838,41.45486619,lentil
108.0,89.0,53.0,29.12036889,80.18080728,5.908770059,112.3982055,banana
0.0,26.0,31.0,25.0707247,95.02156793,5.547933273,192.9036306,coconut
11.0,78.0,22.0,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans
78.0,47.97694734952771,42.49423683738193,24.09789168439681,82.05057822496163,6.726232301598593,157.45435262410396,jute
70.0,68.0,55.0,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya
90.14795494788784,11.295909895775711,47.0,29.263852012033855,91.7260321855623,6.3674614513555765,28.2952382064735,muskmelon
24.381479915103828,70.12715997170127,21.25431994340256,19.69490477269956,45.515002902014075,5.719696301085727,135.07595904658706,pigeonpeas
8.39460116351116,10.39460116351116,8.60539883648884,24.757503531338692,93.98771960456855,6.567654218301724,113.37747290228731,orange
3.0,69.0,23.0,28.67408774,63.18832976,7.299360767,42.96018627,lentil
83.62756180359317,24.930035316338948,27.627561803593164,24.808313058954333,53.634681144784345,6.299583315194668,182.30896395693742,coffee
1.5171306968462774,27.0,41.034261393692546,23.519081172431946,90.97793617077528,6.663821741270059,110.18597559394686,pomegranate
38.212473479976794,78.2234408150029,18.882795924985498,20.24112239151065,20.814367505100364,5.677495158513152,80.47673988127954,kidneybeans
118.0,21.0,51.0,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
24.11092436218208,72.0,22.587274908883156,20.835295334823837,21.640598172842072,5.93289101736992,63.25236627000057,kidneybeans
23.89178488703716,8.630594962345723,32.054107556481426,28.88766177860811,94.3905375480527,5.867561502459173,200.40948906791382,coconut
39.0,127.0,202.0,15.3246651,81.67215994,6.477768039,71.60102999,grapes
25.0,121.0,201.0,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes
4.580966587980498,19.5352267296156,40.4190334120195,24.209528927489558,93.69706886296949,6.4622478771406815,104.82104723953717,pomegranate
27.0,60.0,17.0,26.41768321,63.64698302,7.0267953589999985,64.42177127,blackgram
14.0,131.0,198.0,33.4641162,83.86742974,5.562790949,67.92204319,grapes
82.98170399039991,21.9634079807998,53.9634079807998,25.90258659760117,81.95706756929029,6.279348066819702,54.438481607893934,watermelon
16.0,51.0,21.0,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,66.93065667,grapes
69.0,67.0,52.0,27.71948962,94.43877142,6.827305908,82.83061083,papaya
13.0,23.0,6.0,23.96147583,90.26408017,7.365338111,102.6958703,orange
23.0,5.0,44.0,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
83.0,9.822884640476484,51.58307712381186,25.09375952617167,85.738379322775,6.169366257954179,48.420866579263105,watermelon
3.0,78.0,18.0,20.21368219,68.65257685,6.887130053,50.89732989,lentil
23.74045210951352,26.84427126570811,9.311457468583775,18.952962719604088,93.27169243560745,6.208006576177268,119.00154656249005,orange
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,maize
36.641432551356026,68.66306179305086,52.663061793050865,28.2045854042903,92.88663877580393,6.909483911152304,244.19194649901038,papaya
9.0,17.0,32.0,25.94951662,93.40548703,5.842317989,172.0540491,coconut
39.0,37.0,25.0,33.33024826,45.61143594,6.953246506,98.28583013,mango
74.0,56.0,22.0,18.28362235,66.65952796,6.829199275,80.97573281,maize
108.0,90.16067795335569,53.0,28.454978187575932,81.25691273606068,6.051158263530822,109.5118294376855,banana
4.0,40.44678500313008,20.77660749843496,28.703357786032143,80.80030883641344,6.74749298804036,44.184157096569685,mungbean
74.0,55.0,19.0,18.05033737,62.89366992,6.28886807,84.23613484,maize
22.0,43.0,24.0,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans
31.0,13.0,33.0,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut
99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,182.5616319,rice
9.0,16.0,36.0,23.77989026,92.93386903,5.893332377999999,106.977723,pomegranate
27.0,139.0,205.0,22.48403042,93.40819246,5.7721799460000005,105.5473627,apple
111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,coffee
2.2611460175475124,123.13057300877377,198.39171902632125,38.882808036495476,82.25792488384755,6.219118539226755,70.36784496329152,grapes
3.4342348707764447,18.868469741552893,28.394590775341328,30.471940839644052,48.091082553183135,6.076309549695394,94.95605314555522,mango
34.0,80.0,19.0,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
28.38293527117164,75.07440290675746,77.61706472882837,19.04441436667092,15.929209594102035,7.648808689674282,85.12939597243353,chickpea
110.66491124765244,29.67017750469512,30.32982249530488,25.827551224208666,53.29372982377946,6.2296284667831925,161.3638788828845,coffee
84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee
1.0,59.0,23.0,27.46852989,87.17649,7.184398832,43.78420984,mungbean
114.78637495901407,87.46439582650234,49.85758330600938,27.87184770959634,79.85393161455508,6.0343459497104535,99.13576148557397,banana
17.45230216188099,55.705386689294635,17.157688851175617,29.308573073551692,83.35944192382827,6.652086725147302,40.505671213357054,mungbean
117.58472337522163,44.688542531416225,23.103819156194593,23.330768550868076,77.42735138722817,7.937740247361629,71.85818257397084,cotton
26.0,56.0,22.0,23.05276444,60.424786,7.011121216,52.60285259,lentil
22.0,49.0,22.0,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans
20.0,75.51571016005566,19.53665704012984,35.451879326927596,41.201137047185775,4.972084364372852,154.01109735062974,pigeonpeas
69.85624465519479,54.85938836201304,38.42497862077912,25.235659237705914,76.58185432475605,6.420574206883688,183.67255937174838,jute
25.0,62.0,21.0,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
37.090834725183626,19.454582637408187,42.515139120863935,19.082146085981886,88.31498320510448,6.1946875762076665,110.44963381219088,pomegranate
101.1387733191654,75.23128886527567,50.185031092220534,26.61684298801132,81.40405700255671,6.225717795139433,109.98951981371029,banana
75.6514200472117,55.6056801888468,18.3485799527883,19.63386603748475,74.41709756308447,6.15594403416346,94.53316115634884,maize
25.963460838550283,77.37076867084022,16.407307832289945,24.774688260081106,61.78926531807585,6.5189154252102295,51.151815248454476,lentil
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
65.0,37.0,40.0,23.35905428,83.59512273,5.333322606,188.413665,rice
98.0,22.0,47.0,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
82.81413841308724,14.628276826174481,49.55758476073828,28.5903320815702,92.03953222429642,6.438900641754197,23.817544997365374,muskmelon
18.0,5.0,11.0,20.87947369,90.93756231,6.251586885,102.4550786,orange
25.294613310705373,30.0,8.410773378589258,32.53430106748443,92.80378832550487,7.056919411639317,113.28620235413466,orange
108.0,24.0,31.0,24.12832546,56.18107663,6.431899747999999,147.27578180000003,coffee
72.0,42.0,43.0,26.56767277,80.90424543,6.352771037,181.2915605,jute
123.0,44.0,21.0,25.78544484,75.00539324,7.6411165689999985,91.39578861,cotton
40.0,144.0,196.0,22.71750705,92.25479855,5.987262638,107.0289866,apple
66.0,58.0,35.0,23.5643831,79.46283115,7.321619041,185.25947,jute
14.0,74.0,15.0,27.99990346,65.57653373,6.493036868,49.94043064,lentil
35.25336859191077,53.266842959553856,15.253368591910773,28.677048177986556,60.13271229365554,9.51900502884873,63.48503948251372,mothbeans
23.0,75.0,25.0,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas
